2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_all_tools:159 | Discovering tools...
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: ruff
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: oxlint
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: oxlint
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: cargo_deny
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: cargo_deny
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: yamllint
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: yamllint
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: rustfmt
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: rustfmt
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: tsc
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: tsc
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: hadolint
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: hadolint
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: taplo
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: taplo
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: pydoclint
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: pydoclint
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.registry:register:78 | Registered tool: cargo_audit
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:63 | Loaded builtin tool: cargo_audit
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_builtin_tools:70 | Loaded 27 builtin tool definitions
2026-02-09 10:37:39 | DEBUG    | lintro.plugins.discovery:discover_external_plugins:131 | Loaded 0 external plugins
2026-02-09 10:37:39 | INFO     | lintro.plugins.discovery:discover_all_tools:170 | Tool discovery complete: 27 builtin, 0 external
2026-02-09 10:37:39 | DEBUG    | lintro.tools.core.command_builders:get_command:331 | Running in venv (/Users/eiteldagnin/.cache/uv/archive-v0/gC-mJsErBAWjmKh1PKQK1), using python -m pytest
2026-02-09 10:37:39 | DEBUG    | lintro.tools.core.version_parsing:check_tool_version:235 | [VersionCheck] Failed to get version for pytest: Command failed: /Users/eiteldagnin/.cache/uv/archive-v0/gC-mJsErBAWjmKh1PKQK1/bin/python -m pytest --version
2026-02-09 10:37:39 | DEBUG    | lintro.utils.console.logger:print_execution_summary:243 | test completed with 0 total issues
